name,free_returns,items_sold,price,shipping,status
Puma 083255-34 Man City Future Flare Mini Ball Mens Soccer Cleats     - Orange -,True,,799,0,Brand New
Nike Futsal Maestro Indoor Soccer Ball,True,,3995,0,Brand New
Nike Premier Team Soccer Ball # 5 FIFA Quality Approved ( USED READ ),True,,1999,0,Pre-Owned
Pumas FMF Official Soccer Ball Size 5 Platinum,True,,1500,800,Pre-Owned
adidas MLS Nativo 19 Competition Match Soccer Ball,True,,5309,0,Brand New
Brine Dynamic Size 4 Soccer Ball White/Green NEW,True,0,1499,0,Brand New
Nike Neymar Jr Strike Mercurial Soccer Ball  Size - 5 / SC3503 728,True,,3999,0,Brand New
Mitre Delta Max OFFICIAL MATCH BALL SIZE 5 FIFA QUALITY PRO FOOTBALL SOCCER BALL,True,,3926,1474,New (Other)
Nike CR7 Strike-SP22 Soccer Ball Unisex Football White DM1668-100 Size 5,True,,3999,0,Brand New
New Nike Strike Soccer Ball Size - 5 / DC2376 - 100,True,,3999,499,Brand New
Nike Premier League Strike Soccer Ball Yellow/Black/Navy / SC3552 710,True,22,3500,1060,Brand New
ADIDAS SOCCER BALL SIZE 5 SOCCER BALL CONEXT 15 GLIDER Soccer Ball SIZE 5,True,,1499,1710,Brand New
New Nike Strike Soccer Ball Size 4 / SC3310 043,True,,3499,1060,Brand New
"New ListingModerately Used  Nike ""Pitch""  Size 5 Soccer Ball",True,,500,1200,Pre-Owned
VOIT loxus green II 2020 Special edition OMB Fifa Pro size 5- Match soccer ball,True,,4400,0,Brand New
"ALKOMI Glow in The Dark Soccer Ball, Light Up Soccer Ball, Nightball Soccer",True,,2999,0,Brand New
Nike Flight USA Offical Soccer Match Ball Size 5,True,0,8000,2220,Brand New
Adidas Teamgeist Berlin | Game Ball | FIFA World Cup 2006 l Size 5 ,True,0,3600,3800,Brand New
Mitre Ultimatch Size 5 Match Quality Soccer Ball for Ages 14+,True,0,2295,1357,Brand New
Nike Inter Milan Strike Soccer Ball Official Match Futbol DJ9964-408 Full Size 5,True,0,3999,0,Brand New
NIP Bounce Athletics Pioneer Niagara Size 4 Soccer Ball Green Black White,True,,576,800,Brand New
nike primer league strike soccer ball size 5 DC2210-102 NWT,True,0,5199,0,Brand New
Adidas AL RIHLA Qatar World Cup Fifa Pro Official Match Winter Soccer Ball Red,True,0,16999,0,Brand New
Icon Sports Mexico Soccer Ball Regulation Size 5 Soccer Ball 02-1,True,,2099,0,Brand New
